Open,High,Low,Close,Adj Close,Volume
1.3135944604873657,1.3136979341506958,1.3135254383087158,1.313559889793396,1.313559889793396,0
1.313508152961731,1.3138015270233154,1.313508152961731,1.3138015270233154,1.3138015270233154,0
1.3137669563293457,1.3137842416763306,1.3136634826660156,1.3137497901916504,1.3137497901916504,0
1.313680648803711,1.3137669563293457,1.3131976127624512,1.3131976127624512,1.3131976127624512,0
1.3130769729614258,1.3138878345489502,1.3130769729614258,1.3138878345489502,1.3138878345489502,0
1.313974142074585,1.3141467571258545,1.3138532638549805,1.3139914274215698,1.3139914274215698,0
1.3138532638549805,1.3141640424728394,1.313387393951416,1.313387393951416,1.313387393951416,0
1.3133183717727661,1.3135944604873657,1.313059687614441,1.3130769729614258,1.3130769729614258,0
1.313283920288086,1.3143540620803833,1.313283920288086,1.3141813278198242,1.3141813278198242,0
1.3143022060394287,1.3143022060394287,1.3137325048446655,1.3138532638549805,1.3138532638549805,0
1.3138532638549805,1.3138878345489502,1.3136117458343506,1.3138878345489502,1.3138878345489502,0
1.3137842416763306,1.3137842416763306,1.313559889793396,1.313628911972046,1.313628911972046,0
1.313439130783081,1.3136461973190308,1.313387393951416,1.3135254383087158,1.3135254383087158,0
1.3135771751403809,1.3135771751403809,1.313283920288086,1.313387393951416,1.313387393951416,0
1.3133183717727661,1.3135944604873657,1.3133012056350708,1.313490867614746,1.313490867614746,0
1.3134735822677612,1.313508152961731,1.3133183717727661,1.3133183717727661,1.3133183717727661,0
1.313283920288086,1.3133701086044312,1.3131287097930908,1.313266634941101,1.313266634941101,0
1.313387393951416,1.3134045600891113,1.313283920288086,1.313387393951416,1.313387393951416,0
1.313387393951416,1.313490867614746,1.313283920288086,1.3133701086044312,1.3133701086044312,0
1.3133528232574463,1.313387393951416,1.313042402267456,1.313094139099121,1.313094139099121,0
1.3131803274154663,1.313266634941101,1.3130769729614258,1.3131630420684814,1.3131630420684814,0
1.3131458759307861,1.3131630420684814,1.3129734992980957,1.3129907846450806,1.3129907846450806,0
1.3129907846450806,1.313094139099121,1.3126115798950195,1.3126804828643799,1.3126804828643799,0
1.3126804828643799,1.3127493858337402,1.3121120929718018,1.3121120929718018,1.3121120929718018,0
1.3118538856506348,1.311991572380066,1.311681866645813,1.3117679357528687,1.3117679357528687,0
1.3117679357528687,1.311785101890564,1.3115441799163818,1.3115957975387573,1.3115957975387573,0
1.3116645812988281,1.3118022680282593,1.311492681503296,1.3118022680282593,1.3118022680282593,0
1.311785101890564,1.311785101890564,1.311492681503296,1.3115785121917725,1.3115785121917725,0
1.311475396156311,1.3116645812988281,1.3113033771514893,1.3116645812988281,1.3116645812988281,0
1.3115957975387573,1.3118367195129395,1.3113033771514893,1.311492681503296,1.311492681503296,0
1.31137216091156,1.311681866645813,1.311131477355957,1.3114066123962402,1.3114066123962402,0
1.311475396156311,1.311475396156311,1.3102725744247437,1.3104099035263062,1.3104099035263062,0
1.310461401939392,1.310461401939392,1.309483289718628,1.3097577095031738,1.3097577095031738,0
1.309226155281067,1.310289740562439,1.309226155281067,1.3101180791854858,1.3101180791854858,0
1.3102039098739624,1.3104099035263062,1.3100322484970093,1.3103927373886108,1.3103927373886108,0
1.3103584051132202,1.3108909130096436,1.3103584051132202,1.3105645179748535,1.3105645179748535,0
1.3104442358016968,1.3108049631118774,1.3098777532577515,1.3099464178085327,1.3099464178085327,0
1.3096719980239868,1.3096719980239868,1.3086777925491333,1.3088148832321167,1.3088148832321167,0
1.3090204000473022,1.309088945388794,1.3083696365356445,1.3085066080093384,1.3085066080093384,0
1.3085237741470337,1.3090547323226929,1.3085237741470337,1.308832049369812,1.308832049369812,0
1.3088148832321167,1.3094146251678467,1.3085750341415405,1.3092775344848633,1.3092775344848633,0
1.309311866760254,1.3100664615631104,1.309311866760254,1.3099122047424316,1.3099122047424316,0
1.3099464178085327,1.3100494146347046,1.3091918230056763,1.3091918230056763,1.3091918230056763,0
1.3092947006225586,1.309483289718628,1.3091061115264893,1.3091061115264893,1.3091061115264893,0
1.308832049369812,1.3088834285736084,1.3083696365356445,1.308455228805542,1.308455228805542,0
1.3083868026733398,1.3083868026733398,1.307497262954712,1.3075827360153198,1.3075827360153198,0
1.3073774576187134,1.3077194690704346,1.3073774576187134,1.3077024221420288,1.3077024221420288,0
1.3078221082687378,1.30804443359375,1.3077878952026367,1.3079931735992432,1.3079931735992432,0
1.3081471920013428,1.3090033531188965,1.3079760074615479,1.3089690208435059,1.3089690208435059,0
1.3087977170944214,1.3090204000473022,1.3083012104034424,1.3084039688110352,1.3084039688110352,0
1.3083524703979492,1.3090547323226929,1.308215618133545,1.3090547323226929,1.3090547323226929,0
1.3088834285736084,1.3089004755020142,1.3085750341415405,1.3087291717529297,1.3087291717529297,0
1.308832049369812,1.3090033531188965,1.3086949586868286,1.3089176416397095,1.3089176416397095,0
1.309088945388794,1.309174656867981,1.3085750341415405,1.3087977170944214,1.3087977170944214,0
1.308866262435913,1.309706211090088,1.308866262435913,1.3090547323226929,1.3090547323226929,0
1.3089348077774048,1.3090033531188965,1.308284044265747,1.308284044265747,1.308284044265747,0
1.3084380626678467,1.309174656867981,1.3082668781280518,1.309174656867981,1.309174656867981,0
1.3091918230056763,1.3098777532577515,1.3090033531188965,1.309706211090088,1.309706211090088,0
1.3097577095031738,1.3097577095031738,1.3090718984603882,1.3095518350601196,1.3095518350601196,0
1.3097405433654785,1.309963583946228,1.309311866760254,1.3094661235809326,1.3094661235809326,0
1.3093632459640503,1.3094489574432373,1.308421015739441,1.3086949586868286,1.3086949586868286,0
1.3086607456207275,1.3091061115264893,1.3084723949432373,1.3084723949432373,1.3084723949432373,0
1.3081471920013428,1.3081471920013428,1.3071212768554688,1.3071895837783813,1.3071895837783813,0
1.3069674968719482,1.308215618133545,1.3069674968719482,1.3078734874725342,1.3078734874725342,0
1.3079760074615479,1.3080615997314453,1.3075313568115234,1.3077878952026367,1.3077878952026367,0
1.3077024221420288,1.307924747467041,1.307138204574585,1.307138204574585,1.307138204574585,0
1.3071895837783813,1.3081814050674438,1.3071895837783813,1.308078646659851,1.308078646659851,0
1.3083182573318481,1.3086777925491333,1.308249831199646,1.308249831199646,1.308249831199646,0
1.308284044265747,1.3087977170944214,1.308284044265747,1.3087291717529297,1.3087291717529297,0
1.3088834285736084,1.3095004558563232,1.3088834285736084,1.3095004558563232,1.3095004558563232,0
1.3095004558563232,1.3096719980239868,1.3093974590301514,1.3095518350601196,1.3095518350601196,0
1.3095004558563232,1.3099292516708374,1.3094661235809326,1.3097747564315796,1.3097747564315796,0
1.3098605871200562,1.3102725744247437,1.3097920417785645,1.3101180791854858,1.3101180791854858,0
1.3099122047424316,1.3101180791854858,1.3098092079162598,1.3098605871200562,1.3098605871200562,0
1.3097405433654785,1.3097405433654785,1.3090375661849976,1.3090375661849976,1.3090375661849976,0
1.3091918230056763,1.3091918230056763,1.3084723949432373,1.3084723949432373,1.3084723949432373,0
1.308455228805542,1.308455228805542,1.3081984519958496,1.3083524703979492,1.3083524703979492,0
1.3082668781280518,1.3086435794830322,1.3082668781280518,1.308421015739441,1.308421015739441,0
1.308489441871643,1.3085922002792358,1.3080615997314453,1.3083524703979492,1.3083524703979492,0
1.3083868026733398,1.3084380626678467,1.307805061340332,1.3078391551971436,1.3078391551971436,0
1.3077707290649414,1.307958960533142,1.307651162147522,1.3077365159988403,1.3077365159988403,0
1.3077024221420288,1.3077194690704346,1.3075655698776245,1.3076852560043335,1.3076852560043335,0
1.3076339960098267,1.307805061340332,1.3075485229492188,1.3077024221420288,1.3077024221420288,0
1.3077194690704346,1.3077707290649414,1.3073091506958008,1.3073091506958008,1.3073091506958008,0
